subscription_id,customer_id,plan_id,start_date,end_date,status,mrr,discount_pct,billing_cycle,seats_licensed
39869,39869,1,2024-02-24,,Active,3614.0,2.0,Monthly,14
39896,39896,2,2026-04-14,,Active,3959.0,4.0,Monthly,7
39899,39899,1,2025-08-23,,Active,1478.0,10.0,Annual,6
39965,39965,3,2025-09-24,,Active,59077.0,8.0,Monthly,66
39980,39980,4,2026-04-24,,Active,105534.0,26.946728662755557,Annual,82
40017,40017,3,2024-01-10,,Active,68971.0,6.0,Annual,76
40026,40026,3,2026-03-25,,Active,29186.0,20.73014695104868,Annual,32
40093,40093,2,2025-04-18,,Active,1810.0,1.0,Monthly,3
40154,40154,4,2026-01-15,,Active,259027.0,8.0,Monthly,184
40163,40163,4,2026-01-13,,Active,69976.0,8.0,Monthly,46
40166,40166,3,2024-02-06,,Active,3308.0,2.0,Monthly,3
40219,40219,2,2024-12-23,,Active,2958.0,1.0,Annual,5
40270,40270,2,2025-06-26,,Active,3452.0,3.0,Monthly,6
40330,40330,2,2026-04-28,,Active,5087.0,3.0,Monthly,9
40485,40485,1,2023-12-07,,Active,2902.0,1.0,Monthly,11
40544,40544,4,2026-04-28,,Active,77468.0,15.419845923270556,Monthly,59
40555,40555,2,2025-04-25,,Active,30521.0,17.0,Annual,70
40595,40595,2,2025-11-15,,Active,17834.0,9.0,Annual,36
40659,40659,1,2025-07-16,,Active,802.0,5.0,Monthly,3
40736,40736,4,2025-04-05,,Active,52750.0,5.0,Annual,33
40757,40757,3,2023-12-19,,Active,9177.0,27.23469462958701,Monthly,10
40776,40776,1,2026-03-21,,Active,508.0,11.0,Annual,2
40809,40809,4,2025-10-13,,Active,292542.0,7.0,Annual,207
40826,40826,2,2025-04-17,,Active,7149.0,4.0,Monthly,13
40843,40843,1,2024-12-24,,Active,2033.0,6.0,Monthly,8
40849,40849,1,2025-10-23,,Active,2866.0,10.0,Annual,12
40857,40857,1,2025-02-09,,Active,1080.0,3.0,Annual,4
40882,40882,1,2026-05-29,,Active,525.0,8.0,Annual,2
40892,40892,3,2023-01-03,,Active,30093.0,7.0,Monthly,32
40936,40936,2,2024-07-03,,Active,2195.0,9.0,Annual,4
41021,41021,1,2025-05-03,,Active,2130.0,12.0,Annual,9
41075,41075,3,2026-03-26,,Active,1894.0,17.0,Annual,2
41106,41106,3,2026-03-15,,Active,63622.0,5.0,Monthly,69
41112,41112,3,2024-11-12,,Active,6438.0,2.0,Annual,6
41124,41124,3,2024-08-31,,Active,4802.0,12.674842661645496,Annual,5
41128,41128,2,2025-07-27,,Active,14670.0,5.0,Monthly,28
41165,41165,4,2026-02-12,,Active,59228.0,26.636956311932245,Annual,41
41168,41168,2,2025-09-13,,Active,2884.0,31.601460675317107,Annual,6
41180,41180,1,2024-03-29,,Active,2872.0,2.0,Annual,11
41209,41209,3,2024-11-26,,Active,20634.0,9.0,Annual,22
41212,41212,3,2025-10-20,,Active,5978.0,9.0,Monthly,6
41280,41280,1,2026-03-22,,Active,2930.0,8.0,Monthly,12
41289,41289,1,2025-04-16,,Active,2355.0,12.0,Monthly,10
41296,41296,1,2025-09-04,,Active,451.0,21.0,Annual,2
41324,41324,2,2023-12-14,,Active,4982.0,5.0,Annual,9
41404,41404,1,2024-06-01,,Active,559.0,2.0,Annual,2
41475,41475,2,2023-12-03,,Active,24219.0,4.0,Annual,47
41508,41508,1,2025-01-12,,Active,1269.0,8.0,Annual,5
41531,41531,4,2024-04-29,,Active,95639.0,8.0,Monthly,64
41542,41542,3,2024-06-24,,Active,35417.0,7.0,Monthly,38
41554,41554,2,2024-07-02,,Active,5822.0,10.035962421361262,Monthly,11
41601,41601,1,2024-06-21,,Active,559.0,2.0,Annual,2
41660,41660,2,2022-04-18,,Active,4498.0,4.0,Monthly,8
41686,41686,1,2025-05-30,,Active,1324.0,4.0,Monthly,5
41704,41704,2,2024-05-07,,Active,1223.0,1.0,Monthly,2
41709,41709,3,2023-12-25,,Active,59497.0,6.0,Monthly,65
41717,41717,1,2023-06-03,,Active,1046.0,6.0,Monthly,4
41724,41724,1,2025-06-18,,Active,3614.0,2.0,Annual,14
41740,41740,1,2023-12-30,,Active,3504.0,5.0,Monthly,14
41776,41776,2,2024-04-11,,Active,1690.0,17.147589093184116,Monthly,3
41834,41834,1,2024-09-09,,Active,2872.0,2.0,Monthly,11
41845,41845,4,2025-12-26,,Active,59411.0,4.0,Monthly,37
41853,41853,4,2025-07-31,,Active,181849.0,25.0,Monthly,157
41859,41859,2,2025-02-13,,Active,5567.0,4.0,Monthly,10
41868,41868,1,2025-03-17,,Active,3282.0,11.0,Monthly,14
41869,41869,2,2025-06-22,,Active,21201.0,22.85352525975292,Annual,48
41876,41876,4,2024-12-23,,Active,130550.0,9.0,Annual,90
41888,41888,2,2022-11-26,,Active,37287.0,5.0,Monthly,75
41897,41897,3,2025-09-11,,Active,55982.0,19.082356783173157,Annual,67
41946,41946,1,2025-06-19,,Active,1412.0,14.0,Monthly,6
41955,41955,2,2025-07-18,,Active,3959.0,4.0,Monthly,7
41956,41956,1,2022-08-11,,Active,3196.0,7.0,Monthly,13
41961,41961,2,2025-04-16,,Active,4639.0,20.0,Monthly,10
41970,41970,3,2023-08-10,,Active,15914.0,5.0,Monthly,16
41985,41985,1,2025-04-06,,Active,519.0,9.0,Monthly,2
42017,42017,2,2024-12-25,,Active,4083.0,1.0,Annual,7
42058,42058,2,2024-07-17,,Active,5335.0,8.0,Monthly,10
42060,42060,3,2025-04-08,,Active,64393.0,10.0,Monthly,74
42105,42105,1,2023-11-03,,Active,2931.0,0.0,Monthly,11
42111,42111,2,2025-02-19,,Active,1719.0,6.0,Annual,3
42170,42170,1,2022-10-08,,Active,2275.0,6.0,Annual,9
42176,42176,1,2024-08-06,,Active,3541.0,4.0,Monthly,14
42196,42196,1,2025-02-16,,Active,542.0,5.0,Monthly,2
42253,42253,1,2025-06-27,,Active,2650.0,1.0,Annual,10
42264,42264,3,2023-12-30,,Active,9584.0,1.0,Monthly,9
42269,42269,3,2024-12-28,,Active,4319.0,3.0,Annual,4
42342,42342,2,2026-05-07,,Active,3918.0,5.0,Monthly,7
42382,42382,3,2025-12-04,,Active,56897.0,6.0,Monthly,62
42398,42398,4,2024-01-01,,Active,287332.0,13.0,Monthly,218
42428,42428,2,2023-12-20,,Active,2868.0,4.0,Monthly,5
42446,42446,1,2023-04-01,,Active,759.0,10.0,Monthly,3
42484,42484,1,2025-10-09,,Active,1610.0,2.0,Monthly,6
42536,42536,1,2023-11-29,,Active,2227.0,8.0,Annual,9
42560,42560,4,2025-11-05,,Active,228280.0,15.0,Annual,175
42606,42606,1,2026-05-20,,Active,530.0,7.0,Annual,2
42620,42620,1,2023-08-29,,Active,2872.0,2.0,Monthly,11
42635,42635,1,2025-03-11,,Active,548.0,4.0,Monthly,2
42704,42704,2,2023-02-22,,Active,13898.0,10.0,Annual,28
42719,42719,4,2025-02-12,,Active,92642.0,17.0,Annual,69
42762,42762,1,2025-05-15,,Active,3578.0,3.0,Annual,14
42805,42805,2,2025-11-01,,Active,2703.0,13.375301477587868,Monthly,5
42832,42832,3,2025-10-31,,Active,54868.0,5.0,Annual,59
42868,42868,2,2023-05-16,,Active,1137.0,8.0,Monthly,2
42887,42887,2,2026-04-25,,Active,6478.0,13.0,Annual,13
42914,42914,2,2025-01-02,,Active,6553.0,18.0,Annual,14
42955,42955,2,2024-12-09,,Active,6350.0,0.0,Annual,11
42960,42960,1,2025-09-22,,Active,2408.0,11.20893719161118,Monthly,10
42962,42962,1,2026-04-06,,Active,570.0,0.0,Monthly,2
43041,43041,4,2023-07-25,,Active,210808.0,12.0,Monthly,155
43162,43162,1,2024-11-03,,Active,995.0,24.45798365494598,Monthly,4
43165,43165,2,2023-05-07,,Active,24803.0,9.0,Monthly,51
43194,43194,2,2023-09-12,,Active,1481.0,19.0,Monthly,3
43202,43202,3,2024-07-05,,Active,20091.0,3.0,Annual,20
43203,43203,1,2026-06-22,,Active,3095.0,15.866767568357888,Monthly,14
43248,43248,1,2026-03-24,,Active,3231.0,6.0,Monthly,13
43251,43251,2,2026-02-02,,Active,5451.0,6.0,Monthly,10
43280,43280,2,2023-06-11,,Active,30514.0,4.0,Annual,60
43331,43331,2,2026-02-28,,Active,12758.0,8.0,Monthly,25
43358,43358,3,2024-10-07,,Active,58231.0,8.0,Monthly,65
43428,43428,2,2025-03-25,,Active,1682.0,8.0,Monthly,3
43444,43444,2,2024-05-31,,Active,6287.0,1.0,Monthly,11
43477,43477,2,2026-01-31,,Active,9519.0,19.0,Monthly,21
43533,43533,2,2024-11-29,,Active,23210.0,8.0,Monthly,47
43540,43540,1,2023-09-26,,Active,1046.0,6.0,Annual,4
43556,43556,1,2024-11-21,,Active,2726.0,7.0,Monthly,11
43624,43624,1,2025-03-06,,Active,1527.0,7.0,Annual,6
43645,43645,1,2025-10-06,,Active,1283.0,7.0,Annual,5
43663,43663,2,2025-05-09,,Active,36167.0,9.0,Monthly,76
43665,43665,2,2023-08-26,,Active,2122.0,12.0,Monthly,4
43687,43687,1,2025-07-13,,Active,3025.0,5.0,Annual,12
43702,43702,1,2024-10-24,,Active,2784.0,5.0,Monthly,11
43777,43777,3,2024-02-08,,Active,44783.0,11.0,Annual,51
43819,43819,3,2024-11-27,,Active,3207.0,5.0,Annual,3
43871,43871,4,2026-03-09,,Active,73481.0,9.0,Monthly,49
43882,43882,1,2023-11-21,,Active,1351.0,2.0,Annual,5
44058,44058,1,2024-02-03,,Active,3184.0,0.0,Annual,12
44132,44132,1,2025-06-22,,Active,2251.0,7.0,Monthly,9
44154,44154,2,2026-03-27,,Active,7074.0,5.0,Monthly,13
44211,44211,2,2024-11-02,,Active,4083.0,1.0,Monthly,7
44225,44225,3,2026-04-10,,Active,39333.0,12.0,Monthly,45
44258,44258,3,2025-04-03,,Active,9487.0,2.0,Monthly,9
44356,44356,2,2025-09-24,,Active,5277.0,9.0,Monthly,10
44365,44365,2,2025-07-10,,Active,7671.0,4.0,Monthly,14
44430,44430,2,2024-10-30,,Active,28766.0,5.0,Annual,57
44453,44453,3,2026-05-11,,Active,3207.0,5.0,Monthly,3
44458,44458,4,2024-01-15,,Active,46670.0,8.0,Annual,30
44474,44474,2,2025-02-05,,Active,5023.0,20.47904814694084,Annual,11
44476,44476,2,2024-06-13,,Active,5509.0,5.0,Annual,10
44484,44484,2,2024-04-16,,Active,1211.0,2.0,Annual,2
44491,44491,4,2024-08-17,,Active,37353.0,9.0,Annual,24
44541,44541,1,2025-02-28,,Active,1569.0,13.684822449950406,Monthly,7
44570,44570,4,2024-09-14,,Active,89387.0,29.72285136635429,Annual,71
44577,44577,1,2024-06-03,,Active,559.0,2.0,Annual,2
44580,44580,4,2026-03-11,,Active,26546.0,15.0,Annual,18
44611,44611,1,2025-08-06,,Active,1846.0,3.0,Monthly,7
44620,44620,2,2025-07-04,,Active,24455.0,15.0,Monthly,54
44643,44643,1,2025-08-06,,Active,3153.0,1.0,Annual,12
44670,44670,4,2025-04-23,,Active,99808.0,16.198782085132336,Annual,77
44692,44692,3,2025-05-20,,Active,54366.0,28.538881608290204,Monthly,74
44722,44722,3,2023-10-27,,Active,13425.0,9.0,Monthly,14
44799,44799,2,2025-08-31,,Active,6287.0,1.0,Annual,11
44851,44851,1,2024-04-11,,Active,485.0,15.0,Annual,2
44979,44979,1,2023-12-30,,Active,2119.0,2.0,Monthly,8
45066,45066,1,2025-06-12,,Active,1846.0,3.0,Annual,7
45081,45081,1,2025-08-26,,Active,1241.0,10.0,Annual,5
45151,45151,2,2025-04-19,,Active,1137.0,8.0,Monthly,2
45220,45220,1,2026-03-09,,Active,827.0,2.0,Monthly,3
45231,45231,3,2024-01-25,,Active,55081.0,9.0,Annual,62
45232,45232,3,2025-09-07,,Active,10170.0,5.0,Annual,10
45236,45236,1,2023-02-28,,Active,2055.0,5.0,Annual,8
45290,45290,2,2024-09-23,,Active,5277.0,9.0,Annual,10
45332,45332,1,2025-04-04,,Active,1365.0,1.0,Annual,5
45344,45344,2,2024-07-06,,Active,38339.0,7.0,Monthly,79
45395,45395,1,2022-11-22,,Active,3651.0,1.0,Monthly,14
45424,45424,2,2025-04-04,,Active,1774.0,3.0,Monthly,3
45451,45451,2,2026-03-03,,Active,21753.0,12.0,Annual,46
45507,45507,2,2024-05-13,,Active,2195.0,9.0,Monthly,4
45509,45509,4,2026-05-26,,Active,212514.0,20.658427195144213,Annual,174
45541,45541,3,2023-09-17,,Active,58108.0,4.0,Monthly,62
45547,45547,2,2025-09-25,,Active,2014.0,18.216999589126427,Monthly,4
45556,45556,3,2022-11-26,,Active,7233.0,5.0,Annual,7
45588,45588,1,2025-05-09,,Active,2033.0,6.0,Annual,8
45606,45606,3,2024-06-18,,Active,30648.0,13.0,Monthly,35
45607,45607,3,2025-12-28,,Active,55512.0,11.0,Annual,64
45608,45608,1,2022-03-29,,Active,542.0,5.0,Monthly,2
45638,45638,3,2026-05-23,,Active,40861.0,14.0,Monthly,48
45702,45702,1,2023-07-21,,Active,1770.0,7.0,Monthly,7
45708,45708,1,2024-12-24,,Active,2921.0,15.0,Monthly,13
45757,45757,3,2024-08-01,,Active,15747.0,6.0,Monthly,16
45827,45827,2,2025-08-26,,Active,7831.0,2.0,Monthly,14
45831,45831,1,2024-10-29,,Active,1338.0,3.0,Monthly,5
45909,45909,2,2022-12-11,,Active,15775.0,10.0,Monthly,32
45983,45983,4,2024-06-19,,Active,252276.0,9.0,Monthly,181
46011,46011,4,2025-08-24,,Active,242402.0,25.01192623877301,Monthly,191
46059,46059,2,2025-05-26,,Active,2219.0,8.0,Annual,4
46063,46063,4,2025-10-10,,Active,94226.0,8.0,Monthly,63
46074,46074,4,2022-08-01,,Active,90483.0,6.0,Monthly,59
46088,46088,2,2024-12-26,,Active,7372.0,1.0,Monthly,13
46114,46114,2,2023-06-08,,Active,4639.0,1.0,Annual,8
46158,46158,2,2024-12-18,,Active,21092.0,7.0,Monthly,42
46214,46214,1,2026-06-06,,Active,1626.0,1.0,Monthly,6
46227,46227,1,2023-09-26,,Active,2146.0,11.734551162563404,Annual,9
46302,46302,3,2023-12-29,,Active,27089.0,11.0,Annual,30
46382,46382,2,2025-01-23,,Active,5219.0,10.0,Annual,10
46452,46452,2,2023-11-27,,Active,24931.0,5.0,Annual,49
46487,46487,1,2022-04-02,,Active,2275.0,6.0,Annual,9
46503,46503,4,2023-11-12,,Active,145189.0,20.95497350553045,Monthly,126
46607,46607,1,2024-10-31,,Active,2856.0,14.055299138753826,Monthly,12
46659,46659,1,2024-05-10,,Active,1256.0,19.03438681758803,Monthly,5
46708,46708,2,2023-11-19,,Active,4639.0,1.0,Monthly,8
46731,46731,2,2024-05-08,,Active,4452.0,5.0,Monthly,8
46734,46734,3,2025-09-10,,Active,41336.0,13.0,Monthly,48
46740,46740,3,2025-05-01,,Active,39523.0,39.82230810218388,Monthly,56
46772,46772,3,2025-12-18,,Active,43458.0,12.0,Annual,50
46791,46791,2,2025-12-26,,Active,2898.0,3.0,Annual,5
46829,46829,3,2023-09-24,,Active,138731.0,9.0,Annual,165
46847,46847,4,2024-11-04,,Active,99161.0,6.0,Annual,65
46887,46887,2,2021-12-22,,Active,2150.0,19.599672095777336,Annual,4
46898,46898,1,2025-09-01,,Active,3541.0,4.0,Annual,14
46903,46903,3,2023-06-06,,Active,13610.0,1.0,Monthly,13
46968,46968,2,2024-04-19,,Active,7671.0,4.0,Annual,14
47029,47029,1,2026-02-14,,Active,2588.0,20.820259305028674,Annual,13
47036,47036,1,2024-06-27,,Active,3334.0,3.0,Monthly,13
47046,47046,2,2023-04-25,,Active,35964.0,6.0,Annual,73
47074,47074,3,2024-11-24,,Active,179113.0,10.0,Annual,219
47100,47100,2,2026-01-31,,Active,25906.0,13.0,Monthly,56
47208,47208,1,2025-03-25,,Active,1046.0,6.0,Monthly,4
47280,47280,2,2022-09-23,,Active,2146.0,11.0,Annual,4
47297,47297,4,2024-10-28,,Active,106528.0,15.0,Annual,78
47391,47391,1,2026-05-01,,Active,1884.0,1.0,Monthly,7
47413,47413,1,2025-02-08,,Active,1057.0,5.0,Monthly,4
47460,47460,2,2025-07-31,,Active,6160.0,3.0,Annual,11
47514,47514,2,2026-01-08,,Active,1223.0,1.0,Monthly,2
47517,47517,2,2024-11-05,,Active,22495.0,9.0,Annual,46
47522,47522,1,2025-06-03,,Active,1827.0,4.0,Annual,7
47527,47527,2,2024-03-27,,Active,4452.0,5.0,Monthly,8
47666,47666,1,2023-08-06,,Active,1713.0,10.0,Monthly,7
47675,47675,3,2025-07-23,,Active,37264.0,11.0,Annual,42
47676,47676,2,2025-05-12,,Active,11427.0,26.0,Annual,28
47771,47771,2,2025-04-12,,Active,3959.0,4.0,Annual,7
47832,47832,2,2023-10-09,,Active,32227.0,6.0,Annual,65
47858,47858,4,2024-02-08,,Active,232539.0,9.0,Annual,166
47863,47863,1,2024-10-11,,Active,1884.0,1.0,Monthly,7
47872,47872,3,2026-05-19,,Active,13864.0,12.0,Monthly,15
47874,47874,3,2023-08-12,,Active,118781.0,12.0,Annual,145
47879,47879,3,2024-10-29,,Active,62367.0,15.0,Annual,76
47889,47889,4,2022-11-23,,Active,203288.0,20.604187067553056,Monthly,163
47913,47913,1,2023-04-19,,Active,3231.0,6.0,Monthly,13
47922,47922,1,2025-09-12,,Active,1324.0,4.0,Monthly,5
47989,47989,2,2023-10-12,,Active,6831.0,1.0,Monthly,12
48026,48026,3,2026-05-04,,Active,50371.0,21.14145567716336,Annual,69
48050,48050,1,2025-05-08,,Active,542.0,5.0,Monthly,2
48107,48107,3,2025-04-01,,Active,70779.0,7.0,Annual,79
48123,48123,1,2025-09-09,,Active,2870.0,23.43307352087667,Monthly,12
48159,48159,2,2025-09-12,,Active,3783.0,26.63245311778852,Monthly,8
48223,48223,3,2024-12-25,,Active,8132.0,6.0,Monthly,8
48299,48299,1,2023-07-09,,Active,3402.0,1.0,Annual,13
48337,48337,1,2023-02-28,,Active,3162.0,8.0,Monthly,13
48355,48355,2,2025-01-16,,Active,4592.0,2.0,Monthly,8
48384,48384,3,2026-05-22,,Active,117959.0,19.091946778299395,Annual,168
48427,48427,1,2025-02-20,,Active,3231.0,6.0,Monthly,13
48428,48428,2,2023-07-06,,Active,1223.0,1.0,Annual,2
48442,48442,3,2025-11-20,,Active,9849.0,8.0,Annual,10
48538,48538,1,2023-09-25,,Active,776.0,8.0,Annual,3
48567,48567,1,2024-04-08,,Active,1269.0,8.0,Monthly,5
48591,48591,1,2025-12-05,,Active,525.0,8.0,Annual,2
48593,48593,4,2024-10-11,,Active,177000.0,27.0,Annual,157
48639,48639,2,2024-03-09,,Active,5087.0,3.0,Annual,9
48644,48644,1,2025-08-27,,Active,2843.0,3.0,Monthly,11
48808,48808,3,2024-09-10,,Active,59255.0,5.0,Monthly,64
48925,48925,2,2024-09-24,,Active,15497.0,6.0,Annual,30
48989,48989,1,2025-04-25,,Active,2210.0,23.832459310640346,Annual,11
49009,49009,2,2025-06-23,,Active,7592.0,5.0,Monthly,14
49068,49068,1,2026-03-02,,Active,1560.0,5.0,Annual,6
49099,49099,2,2025-08-31,,Active,17144.0,5.0,Monthly,33
49104,49104,1,2026-01-13,,Active,2044.0,12.730788404017895,Monthly,9
49130,49130,2,2024-03-30,,Active,4001.0,3.0,Monthly,7
49144,49144,2,2025-02-03,,Active,3487.0,2.0,Monthly,6
49168,49168,2,2025-06-20,,Active,21092.0,7.0,Monthly,42
49176,49176,1,2025-06-28,,Active,2050.0,20.86777946803614,Annual,9
49214,49214,1,2024-07-30,,Active,2076.0,4.0,Monthly,8
49249,49249,3,2022-07-07,,Active,66172.0,12.0,Annual,78
49313,49313,2,2025-05-27,,Active,2044.0,25.23203292469706,Monthly,4
49323,49323,2,2023-09-23,,Active,32987.0,17.0,Annual,76
49353,49353,2,2026-01-02,,Active,22248.0,10.0,Monthly,46
49358,49358,4,2026-06-07,,Active,260421.0,12.0,Annual,194
49454,49454,1,2025-12-28,,Active,2542.0,5.0,Monthly,10
49489,49489,1,2025-01-03,,Active,2542.0,5.0,Monthly,10
49517,49517,3,2025-07-16,,Active,61777.0,9.0,Annual,70
49598,49598,4,2024-11-18,,Active,236428.0,8.0,Annual,167
49606,49606,1,2024-02-21,,Active,1102.0,1.0,Monthly,4
49617,49617,2,2023-02-16,,Active,11164.0,5.0,Monthly,21
49639,49639,3,2025-10-30,,Active,38879.0,5.0,Annual,41
49642,49642,1,2025-03-08,,Active,2843.0,3.0,Monthly,11
49707,49707,3,2025-06-01,,Active,68348.0,23.457418650043454,Annual,87
49714,49714,2,2025-04-13,,Active,1591.0,13.0,Annual,3
49720,49720,1,2025-11-12,,Active,3265.0,5.0,Monthly,13
49783,49783,1,2025-04-04,,Active,3057.0,4.0,Annual,12
49791,49791,4,2023-11-21,,Active,146105.0,15.0,Annual,109
49794,49794,2,2026-02-09,,Active,20411.0,10.0,Monthly,42
49808,49808,1,2025-08-15,,Active,734.0,20.061642883870512,Monthly,3
49872,49872,2,2023-06-13,,Active,5842.0,8.0,Monthly,11
49884,49884,3,2024-02-26,,Active,89180.0,15.0,Annual,111
49913,49913,2,2023-12-22,,Active,3547.0,14.0,Monthly,7
49931,49931,4,2025-09-15,,Active,253722.0,8.0,Annual,180
49980,49980,4,2024-04-27,,Active,70024.0,6.0,Monthly,45
